Location	File_Name	start	end	min_freq	max_freq	certainty	call_type	species	Noise_Types	Noise_Level
Crossroad	040419_223002.wav.data	22:44:18	22:44:23	1457.0	2179.0	100	M	K-M	["Wind"]	Medium
Crossroad	040419_223002.wav.data	22:44:18	22:44:23	1457.0	2179.0	100	M	K-Far	["Wind"]	Medium
Crossroad	040419_223002.wav.data	22:44:31	22:44:36	1432.0	2092.0	100	M	K-Set	["Wind"]	Medium
Crossroad	040419_223002.wav.data	22:44:31	22:44:36	1432.0	2092.0	100	M	K-M	["Wind"]	Medium
Crossroad	040419_223002.wav.data	22:44:31	22:44:36	1432.0	2092.0	100	M	K-Far	["Wind"]	Medium
Crossroad	040419_223002.wav.data	22:44:39	22:44:57	1532.0	2017.0	100	M	K-M	["Wind"]	Medium
Crossroad	040419_223002.wav.data	22:44:39	22:44:57	1532.0	2017.0	100	M	K-Set	["Wind"]	Medium
Crossroad	040419_223002.wav.data	22:44:39	22:44:57	1532.0	2017.0	100	M	K-Far	["Wind"]	Medium
Crossroad	040419_224502.wav.data	22:47:45	22:48:11	1703.0	2977.0	100	M	K-Set	["Wind"]	Medium
Crossroad	040419_224502.wav.data	22:47:45	22:48:11	1703.0	2977.0	100	M	K-Ok	["Wind"]	Medium
Crossroad	040419_224502.wav.data	22:47:45	22:48:11	1703.0	2977.0	100	M	K-M	["Wind"]	Medium
Crossroad	040419_230002.wav.data	23:01:35	23:02:01	2016.0	2884.0	100	M	K-Set	["Wind"]	Medium
Crossroad	040419_230002.wav.data	23:01:35	23:02:01	2016.0	2884.0	100	M	K-M	["Wind"]	Medium
Crossroad	040419_230002.wav.data	23:01:35	23:02:01	2016.0	2884.0	100	M	K-Ok	["Wind"]	Medium
Crossroad	050320_220001.wav.data	22:02:16	22:02:37	1283.0	2266.0	100	M	K-Set	["Wind"]	Medium
Crossroad	050320_220001.wav.data	22:02:16	22:02:37	1283.0	2266.0	100	M	K-M	["Wind"]	Medium
Crossroad	050320_220001.wav.data	22:02:16	22:02:37	1283.0	2266.0	100	M	K-Far	["Wind"]	Medium
Crossroad	050320_220001.wav.data	22:02:40	22:03:08	1208.0	2527.0	100	M	K-Set	["Wind"]	Medium
Crossroad	050320_220001.wav.data	22:02:40	22:03:08	1208.0	2527.0	100	M	K-Ok	["Wind"]	Medium
Crossroad	050320_220001.wav.data	22:02:40	22:03:08	1208.0	2527.0	100	M	K-F	["Wind"]	Medium
Crossroad	050320_220001.wav.data	22:04:56	22:05:24	1731.0	3958.0	100	M	K-Set	["Wind"]	Medium
Crossroad	050320_220001.wav.data	22:04:56	22:05:24	1731.0	3958.0	100	M	K-M	["Wind"]	Medium
Crossroad	050320_220001.wav.data	22:04:56	22:05:24	1731.0	3958.0	100	M	K-Ok	["Wind"]	Medium
Crossroad	050320_221502.wav.data	22:20:11	22:20:39	1332.0	3961.0	100	M	K-Set	["Wind"]	Medium
Crossroad	050320_221502.wav.data	22:20:11	22:20:39	1332.0	3961.0	100	M	K-Ok	["Wind"]	Medium
Crossroad	050320_221502.wav.data	22:20:11	22:20:39	1332.0	3961.0	100	M	K-M	["Wind"]	Medium
Crossroad	050320_221502.wav.data	22:20:53	22:21:16	2029.0	3271.0	100	M	K-Ok	["Wind"]	Medium
Crossroad	050320_221502.wav.data	22:20:53	22:21:16	2029.0	3271.0	100	M	K-M	["Wind"]	Medium
Crossroad	050320_221502.wav.data	22:20:53	22:21:16	2029.0	3271.0	100	M	K-Set	["Wind"]	Medium
Crossroad	050320_223002.wav.data	22:31:13	22:31:20	1691.0	3012.0	100	M	K-Set	["Wind"]	Medium
Crossroad	050320_223002.wav.data	22:31:13	22:31:20	1691.0	3012.0	100	M	K-M	["Wind"]	Medium
Crossroad	050320_223002.wav.data	22:31:13	22:31:20	1691.0	3012.0	100	M	K-Ok	["Wind"]	Medium
Crossroad	050320_223002.wav.data	22:39:15	22:39:39	1309.0	3116.0	100	M	K-Ok	["Wind"]	Medium
Crossroad	050320_223002.wav.data	22:39:15	22:39:39	1309.0	3116.0	100	M	K-M	["Wind"]	Medium
Crossroad	050320_223002.wav.data	22:39:15	22:39:39	1309.0	3116.0	100	M	K-Set	["Wind"]	Medium
Crossroad	050418_220001.wav.data	22:01:23	22:01:48	1258.0	1980.0	100	M	K-Set	["Wind", "Wind Gusts"]	Medium
Crossroad	050418_220001.wav.data	22:01:23	22:01:48	1258.0	1980.0	100	M	K-M	["Wind", "Wind Gusts"]	Medium
Crossroad	050418_220001.wav.data	22:01:23	22:01:48	1258.0	1980.0	100	M	K-Far	["Wind", "Wind Gusts"]	Medium
Crossroad	050419_223002.wav.data	22:38:08	22:38:30	1021.0	1955.0	100	M	K-M	["Wind"]	Medium
Crossroad	050419_223002.wav.data	22:38:08	22:38:30	1021.0	1955.0	100	M	K-Set	["Wind"]	Medium
Crossroad	050419_223002.wav.data	22:38:08	22:38:30	1021.0	1955.0	100	M	K-Far	["Wind"]	Medium
Crossroad	050419_234502.wav.data	23:50:48	23:50:56	947.0	1930.0	100	M	K-Far	["Wind"]	Medium
Crossroad	050419_234502.wav.data	23:50:48	23:50:56	947.0	1930.0	100	M	K-Set	["Wind"]	Medium
Crossroad	050419_234502.wav.data	23:50:48	23:50:56	947.0	1930.0	100	M	K-F	["Wind"]	Medium
Crossroad	050419_234502.wav.data	23:50:56	23:51:03	959.0	1905.0	100	M	K-Set	["Wind"]	Medium
Crossroad	050419_234502.wav.data	23:50:56	23:51:03	959.0	1905.0	100	M	K-Far	["Wind"]	Medium
Crossroad	050419_234502.wav.data	23:50:56	23:51:03	959.0	1905.0	100	M	K-M	["Wind"]	Medium
Crossroad	050419_234502.wav.data	23:50:47	23:51:04	810.0	2129.0	100	M	Duet	["Wind"]	Medium
Crossroad	060320_220001.wav.data	22:11:35	22:12:02	2050.0	3081.0	100	M	K-Set	["Wind", "Wind Gusts"]	High
Crossroad	060320_220001.wav.data	22:11:35	22:12:02	2050.0	3081.0	100	M	K-Ok	["Wind", "Wind Gusts"]	High
Crossroad	060320_220001.wav.data	22:11:35	22:12:02	2050.0	3081.0	100	M	K-M	["Wind", "Wind Gusts"]	High
Crossroad	060320_221502.wav.data	22:28:01	22:28:50	1205.0	3417.0	100	M	K-Set	["Wind", "Wind Gusts"]	High
Crossroad	060320_221502.wav.data	22:28:01	22:28:50	1205.0	3417.0	100	M	K-M	["Wind", "Wind Gusts"]	High
Crossroad	060320_221502.wav.data	22:28:01	22:28:50	1205.0	3417.0	100	M	K-Ok	["Wind", "Wind Gusts"]	High
Crossroad	060320_231502.wav.data	23:29:45	23:30:02	1009.0	2129.0	100	M	K-M	["Wind", "Wind Gusts"]	Medium
Crossroad	060320_231502.wav.data	23:29:45	23:30:02	1009.0	2129.0	100	M	K-Set	["Wind", "Wind Gusts"]	Medium
Crossroad	060320_231502.wav.data	23:29:45	23:30:02	1009.0	2129.0	100	M	K-Far	["Wind", "Wind Gusts"]	Medium
Crossroad	060418_221502.wav.data	22:17:23	22:17:55	1108.0	2328.0	100	M	K-Far	["Wind", "Wind Gusts"]	Medium
Crossroad	060418_221502.wav.data	22:17:23	22:17:55	1108.0	2328.0	100	M	K-Set	["Wind", "Wind Gusts"]	Medium
